run,model,sb,score,AUROC,AUPR,nAUPR
1,ecnn0,1,un_nentropy,0.7958984375,0.611328125,0.52294921875
1,ecnn0,3,un_nentropy,0.685546875,0.66455078125,0.51220703125
1,ecnn0,4,un_nentropy,0.71728515625,0.76025390625,0.6083984375
1,ecnn0,5,un_nentropy,0.76708984375,0.6220703125,0.52099609375
1,ecnn0,6,un_nentropy,0.69677734375,0.68212890625,0.537109375
1,ecnn0,7,un_nentropy,0.7421875,0.69482421875,0.5625
1,ecnn0,8,un_nentropy,0.662109375,0.72802734375,0.55078125
1,ecnn0,10,un_nentropy,0.744140625,0.71630859375,0.57763671875
1,ecnn0,1,un_nnmp,0.80126953125,0.6201171875,0.5341796875
1,ecnn0,3,un_nnmp,0.673828125,0.654296875,0.497314453125
1,ecnn0,4,un_nnmp,0.71337890625,0.75732421875,0.603515625
1,ecnn0,5,un_nnmp,0.76318359375,0.61572265625,0.5126953125
1,ecnn0,6,un_nnmp,0.68994140625,0.669921875,0.5185546875
1,ecnn0,7,un_nnmp,0.7421875,0.6953125,0.5634765625
1,ecnn0,8,un_nnmp,0.658203125,0.72265625,0.54150390625
1,ecnn0,10,un_nnmp,0.74609375,0.72119140625,0.5849609375
1,ecnn1,1,un_nentropy,0.78515625,0.6513671875,0.5458984375
1,ecnn1,3,un_nentropy,0.70849609375,0.63916015625,0.50390625
1,ecnn1,4,un_nentropy,0.74658203125,0.76025390625,0.62060546875
1,ecnn1,5,un_nentropy,0.78466796875,0.62646484375,0.53076171875
1,ecnn1,6,un_nentropy,0.67529296875,0.68505859375,0.5283203125
1,ecnn1,7,un_nentropy,0.75,0.69921875,0.5693359375
1,ecnn1,8,un_nentropy,0.6552734375,0.71240234375,0.5361328125
1,ecnn1,10,un_nentropy,0.73046875,0.72119140625,0.57763671875
1,ecnn1,1,un_nnmp,0.783203125,0.6494140625,0.5439453125
1,ecnn1,3,un_nnmp,0.7021484375,0.63037109375,0.4921875
1,ecnn1,4,un_nnmp,0.7392578125,0.75048828125,0.60498046875
1,ecnn1,5,un_nnmp,0.78125,0.62158203125,0.5244140625
1,ecnn1,6,un_nnmp,0.66796875,0.67431640625,0.51220703125
1,ecnn1,7,un_nnmp,0.74658203125,0.69775390625,0.56689453125
1,ecnn1,8,un_nnmp,0.64892578125,0.70654296875,0.52734375
1,ecnn1,10,un_nnmp,0.72705078125,0.71826171875,0.57275390625
1,ecnn1,1,un_vac,0.6376953125,0.51220703125,0.36474609375
1,ecnn1,3,un_vac,0.6748046875,0.60791015625,0.461181640625
1,ecnn1,4,un_vac,0.73486328125,0.7568359375,0.61474609375
1,ecnn1,5,un_vac,0.75439453125,0.59228515625,0.48828125
1,ecnn1,6,un_vac,0.66845703125,0.6826171875,0.5244140625
1,ecnn1,7,un_vac,0.7060546875,0.650390625,0.499267578125
1,ecnn1,8,un_vac,0.64013671875,0.7001953125,0.517578125
1,ecnn1,10,un_vac,0.71044921875,0.70654296875,0.5546875
1,ecnn1,1,un_diss,0.7294921875,0.54638671875,0.4091796875
1,ecnn1,3,un_diss,0.6669921875,0.568359375,0.40673828125
1,ecnn1,4,un_diss,0.68896484375,0.6962890625,0.51904296875
1,ecnn1,5,un_diss,0.7255859375,0.5283203125,0.4072265625
1,ecnn1,6,un_diss,0.63330078125,0.61572265625,0.424560546875
1,ecnn1,7,un_diss,0.703125,0.6298828125,0.469482421875
1,ecnn1,8,un_diss,0.60986328125,0.65576171875,0.44580078125
1,ecnn1,10,un_diss,0.703125,0.6787109375,0.5126953125
1,ecnn2,1,un_nentropy,0.81689453125,0.7080078125,0.6083984375
1,ecnn2,3,un_nentropy,0.720703125,0.66259765625,0.52490234375
1,ecnn2,4,un_nentropy,0.73046875,0.72900390625,0.5791015625
1,ecnn2,5,un_nentropy,0.7734375,0.65771484375,0.541015625
1,ecnn2,6,un_nentropy,0.70263671875,0.7255859375,0.57080078125
1,ecnn2,7,un_nentropy,0.7890625,0.76708984375,0.6396484375
1,ecnn2,8,un_nentropy,0.69189453125,0.73779296875,0.57080078125
1,ecnn2,10,un_nentropy,0.73291015625,0.744140625,0.59423828125
1,ecnn2,1,un_nnmp,0.818359375,0.7265625,0.63330078125
1,ecnn2,3,un_nnmp,0.7197265625,0.66259765625,0.52490234375
1,ecnn2,4,un_nnmp,0.728515625,0.72802734375,0.57861328125
1,ecnn2,5,un_nnmp,0.775390625,0.66455078125,0.55078125
1,ecnn2,6,un_nnmp,0.7041015625,0.72900390625,0.576171875
1,ecnn2,7,un_nnmp,0.79638671875,0.791015625,0.67626953125
1,ecnn2,8,un_nnmp,0.69384765625,0.740234375,0.5751953125
1,ecnn2,10,un_nnmp,0.73095703125,0.7421875,0.5908203125
1,ecnn2,1,un_vac,0.8134765625,0.72265625,0.62841796875
1,ecnn2,3,un_vac,0.7216796875,0.6640625,0.52685546875
1,ecnn2,4,un_vac,0.732421875,0.728515625,0.5791015625
1,ecnn2,5,un_vac,0.7724609375,0.65869140625,0.54296875
1,ecnn2,6,un_vac,0.70458984375,0.72900390625,0.576171875
1,ecnn2,7,un_vac,0.80029296875,0.7939453125,0.681640625
1,ecnn2,8,un_vac,0.69140625,0.7392578125,0.57373046875
1,ecnn2,10,un_vac,0.73046875,0.7421875,0.5908203125
1,ecnn2,1,un_diss,0.72998046875,0.56298828125,0.414306640625
1,ecnn2,3,un_diss,0.677734375,0.59375,0.427978515625
1,ecnn2,4,un_diss,0.68505859375,0.666015625,0.481689453125
1,ecnn2,5,un_diss,0.677734375,0.5537109375,0.40185546875
1,ecnn2,6,un_diss,0.49951171875,0.56494140625,0.320068359375
1,ecnn2,7,un_diss,0.55810546875,0.5751953125,0.342529296875
1,ecnn2,8,un_diss,0.51220703125,0.6064453125,0.3564453125
1,ecnn2,10,un_diss,0.701171875,0.69921875,0.52294921875
1,ecnn3,1,un_nentropy,0.79833984375,0.64404296875,0.5498046875
1,ecnn3,3,un_nentropy,0.69775390625,0.6435546875,0.501953125
1,ecnn3,4,un_nentropy,0.7646484375,0.79296875,0.66259765625
1,ecnn3,5,un_nentropy,0.7919921875,0.650390625,0.55712890625
1,ecnn3,6,un_nentropy,0.66748046875,0.69775390625,0.54052734375
1,ecnn3,7,un_nentropy,0.75634765625,0.71533203125,0.58642578125
1,ecnn3,8,un_nentropy,0.6572265625,0.70654296875,0.52978515625
1,ecnn3,10,un_nentropy,0.748046875,0.7490234375,0.61279296875
1,ecnn3,1,un_nnmp,0.798828125,0.64501953125,0.55126953125
1,ecnn3,3,un_nnmp,0.69775390625,0.64306640625,0.50146484375
1,ecnn3,4,un_nnmp,0.75830078125,0.7841796875,0.6484375
1,ecnn3,5,un_nnmp,0.79052734375,0.6474609375,0.55322265625
1,ecnn3,6,un_nnmp,0.6640625,0.69287109375,0.533203125
1,ecnn3,7,un_nnmp,0.75244140625,0.7109375,0.57958984375
1,ecnn3,8,un_nnmp,0.658203125,0.70703125,0.5302734375
1,ecnn3,10,un_nnmp,0.7470703125,0.748046875,0.61083984375
1,ecnn3,1,un_vac,0.79150390625,0.63427734375,0.537109375
1,ecnn3,3,un_vac,0.662109375,0.62548828125,0.4765625
1,ecnn3,4,un_vac,0.76904296875,0.7978515625,0.67041015625
1,ecnn3,5,un_vac,0.77880859375,0.64013671875,0.54443359375
1,ecnn3,6,un_vac,0.669921875,0.7001953125,0.54443359375
1,ecnn3,7,un_vac,0.75341796875,0.712890625,0.58203125
1,ecnn3,8,un_vac,0.62841796875,0.68798828125,0.499755859375
1,ecnn3,10,un_vac,0.74658203125,0.7451171875,0.60693359375
1,ecnn3,1,un_diss,0.71337890625,0.5107421875,0.381591796875
1,ecnn3,3,un_diss,0.6806640625,0.59814453125,0.438232421875
1,ecnn3,4,un_diss,0.6640625,0.69873046875,0.50927734375
1,ecnn3,5,un_diss,0.744140625,0.54638671875,0.425537109375
1,ecnn3,6,un_diss,0.626953125,0.63525390625,0.4453125
1,ecnn3,7,un_diss,0.66650390625,0.60546875,0.42626953125
1,ecnn3,8,un_diss,0.6416015625,0.67626953125,0.48046875
1,ecnn3,10,un_diss,0.720703125,0.6982421875,0.53369140625
2,ecnn0,1,un_nentropy,0.798828125,0.61328125,0.5263671875
2,ecnn0,3,un_nentropy,0.70458984375,0.6494140625,0.50634765625
2,ecnn0,4,un_nentropy,0.71044921875,0.75634765625,0.603515625
2,ecnn0,5,un_nentropy,0.7646484375,0.62646484375,0.5224609375
2,ecnn0,6,un_nentropy,0.6640625,0.67041015625,0.51220703125
2,ecnn0,7,un_nentropy,0.7578125,0.70068359375,0.57470703125
2,ecnn0,8,un_nentropy,0.65087890625,0.72314453125,0.5361328125
2,ecnn0,10,un_nentropy,0.7197265625,0.69287109375,0.54296875
2,ecnn0,1,un_nnmp,0.80078125,0.61376953125,0.52685546875
2,ecnn0,3,un_nnmp,0.703125,0.6494140625,0.505859375
2,ecnn0,4,un_nnmp,0.70849609375,0.75732421875,0.6044921875
2,ecnn0,5,un_nnmp,0.7607421875,0.62109375,0.515625
2,ecnn0,6,un_nnmp,0.658203125,0.6591796875,0.495849609375
2,ecnn0,7,un_nnmp,0.75537109375,0.69873046875,0.57177734375
2,ecnn0,8,un_nnmp,0.6494140625,0.72119140625,0.53271484375
2,ecnn0,10,un_nnmp,0.72216796875,0.69921875,0.55322265625
2,ecnn1,1,un_nentropy,0.79150390625,0.638671875,0.53857421875
2,ecnn1,3,un_nentropy,0.70654296875,0.63623046875,0.4990234375
2,ecnn1,4,un_nentropy,0.75146484375,0.76708984375,0.62890625
2,ecnn1,5,un_nentropy,0.78515625,0.6455078125,0.54833984375
2,ecnn1,6,un_nentropy,0.66943359375,0.65576171875,0.499267578125
2,ecnn1,7,un_nentropy,0.74853515625,0.69287109375,0.56298828125
2,ecnn1,8,un_nentropy,0.6708984375,0.70458984375,0.53955078125
2,ecnn1,10,un_nentropy,0.72802734375,0.724609375,0.5771484375
2,ecnn1,1,un_nnmp,0.7861328125,0.6337890625,0.5322265625
2,ecnn1,3,un_nnmp,0.703125,0.630859375,0.49169921875
2,ecnn1,4,un_nnmp,0.74462890625,0.7587890625,0.61572265625
2,ecnn1,5,un_nnmp,0.783203125,0.642578125,0.54443359375
2,ecnn1,6,un_nnmp,0.66552734375,0.6513671875,0.493408203125
2,ecnn1,7,un_nnmp,0.744140625,0.68994140625,0.55810546875
2,ecnn1,8,un_nnmp,0.666015625,0.69873046875,0.53076171875
2,ecnn1,10,un_nnmp,0.72705078125,0.7236328125,0.5751953125
2,ecnn1,1,un_vac,0.66845703125,0.52783203125,0.396728515625
2,ecnn1,3,un_vac,0.66796875,0.60107421875,0.45068359375
2,ecnn1,4,un_vac,0.7294921875,0.7548828125,0.609375
2,ecnn1,5,un_vac,0.74951171875,0.6044921875,0.495849609375
2,ecnn1,6,un_vac,0.654296875,0.63916015625,0.47509765625
2,ecnn1,7,un_vac,0.7197265625,0.6611328125,0.51708984375
2,ecnn1,8,un_vac,0.63916015625,0.68408203125,0.5078125
2,ecnn1,10,un_vac,0.69970703125,0.705078125,0.546875
2,ecnn1,1,un_diss,0.72412109375,0.51611328125,0.382080078125
2,ecnn1,3,un_diss,0.67822265625,0.5810546875,0.4228515625
2,ecnn1,4,un_diss,0.70361328125,0.71142578125,0.54052734375
2,ecnn1,5,un_diss,0.732421875,0.55322265625,0.4306640625
2,ecnn1,6,un_diss,0.63427734375,0.5966796875,0.413818359375
2,ecnn1,7,un_diss,0.697265625,0.619140625,0.45751953125
2,ecnn1,8,un_diss,0.62890625,0.6474609375,0.45068359375
2,ecnn1,10,un_diss,0.70947265625,0.6923828125,0.52783203125
2,ecnn2,1,un_nentropy,0.80126953125,0.70703125,0.60546875
2,ecnn2,3,un_nentropy,0.72412109375,0.7138671875,0.568359375
2,ecnn2,4,un_nentropy,0.71142578125,0.70166015625,0.55322265625
2,ecnn2,5,un_nentropy,0.79296875,0.70263671875,0.59423828125
2,ecnn2,6,un_nentropy,0.73388671875,0.76025390625,0.6123046875
2,ecnn2,7,un_nentropy,0.78662109375,0.77197265625,0.6396484375
2,ecnn2,8,un_nentropy,0.685546875,0.72998046875,0.560546875
2,ecnn2,10,un_nentropy,0.74658203125,0.7392578125,0.60302734375
2,ecnn2,1,un_nnmp,0.80078125,0.7138671875,0.61474609375
2,ecnn2,3,un_nnmp,0.72314453125,0.71337890625,0.56689453125
2,ecnn2,4,un_nnmp,0.71240234375,0.701171875,0.552734375
2,ecnn2,5,un_nnmp,0.80322265625,0.73779296875,0.6416015625
2,ecnn2,6,un_nnmp,0.73583984375,0.7646484375,0.619140625
2,ecnn2,7,un_nnmp,0.79248046875,0.7880859375,0.6650390625
2,ecnn2,8,un_nnmp,0.68701171875,0.732421875,0.564453125
2,ecnn2,10,un_nnmp,0.74609375,0.73974609375,0.603515625
2,ecnn2,1,un_vac,0.79541015625,0.7119140625,0.61181640625
2,ecnn2,3,un_vac,0.71923828125,0.71337890625,0.56689453125
2,ecnn2,4,un_vac,0.69921875,0.693359375,0.54052734375
2,ecnn2,5,un_vac,0.80224609375,0.73828125,0.642578125
2,ecnn2,6,un_vac,0.73583984375,0.7646484375,0.619140625
2,ecnn2,7,un_vac,0.79345703125,0.78857421875,0.666015625
2,ecnn2,8,un_vac,0.68505859375,0.7314453125,0.56298828125
2,ecnn2,10,un_vac,0.74609375,0.73828125,0.6015625
2,ecnn2,1,un_diss,0.7158203125,0.55908203125,0.405517578125
2,ecnn2,3,un_diss,0.67236328125,0.6318359375,0.4443359375
2,ecnn2,4,un_diss,0.67138671875,0.63818359375,0.45849609375
2,ecnn2,5,un_diss,0.62109375,0.52978515625,0.357666015625
2,ecnn2,6,un_diss,0.50146484375,0.591796875,0.33935546875
2,ecnn2,7,un_diss,0.5537109375,0.5966796875,0.36279296875
2,ecnn2,8,un_diss,0.5087890625,0.60107421875,0.35107421875
2,ecnn2,10,un_diss,0.71142578125,0.6787109375,0.5107421875
2,ecnn3,1,un_nentropy,0.80615234375,0.6376953125,0.54833984375
2,ecnn3,3,un_nentropy,0.708984375,0.6806640625,0.5361328125
2,ecnn3,4,un_nentropy,0.74951171875,0.796875,0.66015625
2,ecnn3,5,un_nentropy,0.7880859375,0.64599609375,0.55078125
2,ecnn3,6,un_nentropy,0.6982421875,0.7041015625,0.55810546875
2,ecnn3,7,un_nentropy,0.75537109375,0.70849609375,0.5810546875
2,ecnn3,8,un_nentropy,0.6416015625,0.71533203125,0.52978515625
2,ecnn3,10,un_nentropy,0.7470703125,0.73193359375,0.59326171875
2,ecnn3,1,un_nnmp,0.8056640625,0.63720703125,0.5478515625
2,ecnn3,3,un_nnmp,0.70751953125,0.6787109375,0.53369140625
2,ecnn3,4,un_nnmp,0.74560546875,0.7919921875,0.65185546875
2,ecnn3,5,un_nnmp,0.7880859375,0.64501953125,0.54931640625
2,ecnn3,6,un_nnmp,0.6953125,0.69921875,0.55126953125
2,ecnn3,7,un_nnmp,0.75146484375,0.70361328125,0.57373046875
2,ecnn3,8,un_nnmp,0.6416015625,0.71630859375,0.53125
2,ecnn3,10,un_nnmp,0.7451171875,0.73046875,0.59130859375
2,ecnn3,1,un_vac,0.80126953125,0.62890625,0.537109375
2,ecnn3,3,un_vac,0.689453125,0.6728515625,0.525390625
2,ecnn3,4,un_vac,0.74609375,0.79296875,0.6533203125
2,ecnn3,5,un_vac,0.77587890625,0.63525390625,0.537109375
2,ecnn3,6,un_vac,0.7001953125,0.70703125,0.5625
2,ecnn3,7,un_vac,0.75341796875,0.70556640625,0.576171875
2,ecnn3,8,un_vac,0.6171875,0.697265625,0.499755859375
2,ecnn3,10,un_vac,0.74755859375,0.72802734375,0.58740234375
2,ecnn3,1,un_diss,0.71240234375,0.49169921875,0.3662109375
2,ecnn3,3,un_diss,0.673828125,0.619140625,0.447021484375
2,ecnn3,4,un_diss,0.6708984375,0.720703125,0.53271484375
2,ecnn3,5,un_diss,0.75048828125,0.56005859375,0.44189453125
2,ecnn3,6,un_diss,0.65380859375,0.63671875,0.457763671875
2,ecnn3,7,un_diss,0.662109375,0.59619140625,0.4189453125
2,ecnn3,8,un_diss,0.62744140625,0.685546875,0.480224609375
2,ecnn3,10,un_diss,0.712890625,0.67626953125,0.50830078125
3,ecnn0,1,un_nentropy,0.79736328125,0.61083984375,0.5205078125
3,ecnn0,3,un_nentropy,0.67724609375,0.6298828125,0.480224609375
3,ecnn0,4,un_nentropy,0.708984375,0.75439453125,0.59912109375
3,ecnn0,5,un_nentropy,0.77001953125,0.6337890625,0.52978515625
3,ecnn0,6,un_nentropy,0.67138671875,0.67626953125,0.5263671875
3,ecnn0,7,un_nentropy,0.748046875,0.70556640625,0.57373046875
3,ecnn0,8,un_nentropy,0.65869140625,0.72021484375,0.5419921875
3,ecnn0,10,un_nentropy,0.73486328125,0.7265625,0.58251953125
3,ecnn0,1,un_nnmp,0.798828125,0.6181640625,0.52880859375
3,ecnn0,3,un_nnmp,0.67724609375,0.62841796875,0.47802734375
3,ecnn0,4,un_nnmp,0.70751953125,0.75537109375,0.60107421875
3,ecnn0,5,un_nnmp,0.76953125,0.63427734375,0.53076171875
3,ecnn0,6,un_nnmp,0.66552734375,0.66357421875,0.50830078125
3,ecnn0,7,un_nnmp,0.74609375,0.70556640625,0.57373046875
3,ecnn0,8,un_nnmp,0.654296875,0.71728515625,0.537109375
3,ecnn0,10,un_nnmp,0.73486328125,0.72802734375,0.58544921875
3,ecnn1,1,un_nentropy,0.79248046875,0.60986328125,0.51806640625
3,ecnn1,3,un_nentropy,0.7158203125,0.66357421875,0.52734375
3,ecnn1,4,un_nentropy,0.7470703125,0.77734375,0.63671875
3,ecnn1,5,un_nentropy,0.77880859375,0.625,0.5263671875
3,ecnn1,6,un_nentropy,0.6826171875,0.6904296875,0.53466796875
3,ecnn1,7,un_nentropy,0.75048828125,0.7021484375,0.57080078125
3,ecnn1,8,un_nentropy,0.68115234375,0.71630859375,0.5537109375
3,ecnn1,10,un_nentropy,0.73828125,0.73291015625,0.59033203125
3,ecnn1,1,un_nnmp,0.79345703125,0.6103515625,0.51904296875
3,ecnn1,3,un_nnmp,0.708984375,0.6552734375,0.51611328125
3,ecnn1,4,un_nnmp,0.740234375,0.76904296875,0.62353515625
3,ecnn1,5,un_nnmp,0.77587890625,0.61865234375,0.5185546875
3,ecnn1,6,un_nnmp,0.6787109375,0.68408203125,0.52490234375
3,ecnn1,7,un_nnmp,0.74560546875,0.7001953125,0.5673828125
3,ecnn1,8,un_nnmp,0.67431640625,0.708984375,0.54248046875
3,ecnn1,10,un_nnmp,0.73291015625,0.728515625,0.58349609375
3,ecnn1,1,un_vac,0.71923828125,0.52294921875,0.4111328125
3,ecnn1,3,un_vac,0.66796875,0.6240234375,0.472412109375
3,ecnn1,4,un_vac,0.73583984375,0.77197265625,0.62841796875
3,ecnn1,5,un_vac,0.7548828125,0.5986328125,0.4931640625
3,ecnn1,6,un_vac,0.66064453125,0.67431640625,0.5107421875
3,ecnn1,7,un_vac,0.7119140625,0.6611328125,0.51171875
3,ecnn1,8,un_vac,0.6484375,0.693359375,0.517578125
3,ecnn1,10,un_vac,0.72021484375,0.71728515625,0.56640625
3,ecnn1,1,un_diss,0.7548828125,0.5244140625,0.4130859375
3,ecnn1,3,un_diss,0.67333984375,0.59130859375,0.42626953125
3,ecnn1,4,un_diss,0.69384765625,0.7216796875,0.54541015625
3,ecnn1,5,un_diss,0.71630859375,0.52783203125,0.40380859375
3,ecnn1,6,un_diss,0.65576171875,0.63427734375,0.45068359375
3,ecnn1,7,un_diss,0.6982421875,0.6279296875,0.463623046875
3,ecnn1,8,un_diss,0.6337890625,0.65478515625,0.457275390625
3,ecnn1,10,un_diss,0.70654296875,0.6875,0.52099609375
3,ecnn2,1,un_nentropy,0.80029296875,0.71533203125,0.611328125
3,ecnn2,3,un_nentropy,0.7451171875,0.705078125,0.576171875
3,ecnn2,4,un_nentropy,0.71728515625,0.75390625,0.58984375
3,ecnn2,5,un_nentropy,0.78857421875,0.673828125,0.56494140625
3,ecnn2,6,un_nentropy,0.68017578125,0.7333984375,0.5712890625
3,ecnn2,7,un_nentropy,0.771484375,0.78466796875,0.6396484375
3,ecnn2,8,un_nentropy,0.68212890625,0.71875,0.546875
